Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
COVID-19 Emergency and the Need to Speed Up the Adoption of Electronic Patient-Reported Outcomes in Cancer Clinical Practice,"Marandino, Laura; Necchi, Andrea; Aglietta, Massimo; Di Maio, Massimo",,2020,,JCO Oncol Pract,,,,32364846,10.1200/OP.20.00237,33300,#179026,Marandino 2020,,,179026,06-05-20
Telehealth in Oncology During the COVID-19 Outbreak: Bringing the House Call Back Virtually,"Liu, Raymond; Sundaresan, Tilak; Reed, Mary E.; Trosman, Julia R.; Weldon, Christine B.; Kolevska, Tatjana",,2020,,JCO Oncol Pract,,,,32364826,10.1200/OP.20.00199,33301,#179028,Liu 2020,,,179028,06-05-20
Randomized Clinical Trials and COVID-19: Managing Expectations,"Bauchner, Howard; Fontanarosa, Phil B.",,2020,,JAMA,,,,32364561,10.1001/jama.2020.8115,33311,#179073,Bauchner 2020,,,179073,06-05-20
Coronavirus (COVID-19) infection-induced chilblains: A case report with histopathologic findings,"Kolivras, Athanassios; Dehavay, Florence; Delplace, Daphne; Feoli, Francesco; Meiers, Isabelle; Milone, Laurenzo; Olemans, Catherine; Sass, Ursula; Theunis, Anne; Thompson, Curtis T.; Van De Borne, Laura; Richert, Bertrand",,2020,,JAAD Case Rep,,,,32363225,10.1016/j.jdcr.2020.04.011,33410,#179118,Kolivras 2020,,,179118,06-05-20
COVID-19 and the Financial Health of US Hospitals,"Khullar, Dhruv; Bond, Amelia M.; Schpero, William L.",,2020,,JAMA,,,,32364565,10.1001/jama.2020.6269,33310,#179817,Khullar 2020,,,179817,06-05-20
One oral and maxillofacial surgeon's attitude toward the COVID-19 pandemic,"Lee, Won",,2020,,J Korean Assoc Oral Maxillofac Surg,,,,32364347,10.5125/jkaoms.2020.46.2.85,33323,#180266,Lee 2020,,,180266,06-05-20
Therapeutic potential of ciclesonide inahalation for COVID-19 pneumonia: Report of three cases,"Iwabuchi, Keisuke; Yoshie, Koichiro; Kurakami, Yuichi; Takahashi, Kota; Kato, Yoshio; Morishima, Tsuneo","No specific and effective anti-viral treatment has been approved for COVID-19 so far. Systemic corticosteroid has been sometimes administered to severe infectious diseases combined with the specific treatment. However, as lack of the specific anti-SARS-CoV-2 drug, systemic steroid treatment has not been recommended for COVID-19. We report here three cases of the COVID-19 pneumonia successfully treated with ciclesonide inhalation. Rationale of the treatment is to mitigate the local inflammation with inhaled steroid that stays in the lung and to inhibit proliferation of the virus by antiviral activity. Larger and further studies are warranted to confirm the result of these cases.",2020,,J Infect Chemother,,,,32362440,10.1016/j.jiac.2020.04.007,33486,#180418,Iwabuchi 2020,,,180418,06-05-20
Myocardial injury is associated with higher mortality in patients with coronavirus disease 2019: a meta-analysis,"Shao, Meng-Jiao; Shang, Lu-Xiang; Luo, Jun-Yi; Shi, Jia; Zhao, Yang; Li, Xiao-Mei; Yang, Yi-Ning",,2020,,J Geriatr Cardiol,,,,32362922,10.11909/j.issn.1671-5411.2020.04.009,33439,#180582,Shao 2020,,,180582,06-05-20
Hypoxia in acute cardiac injury of coronavirus disease 2019: lesson learned from pathological studies,"Nan, Jing; Jin, Yu-Bo; Myo, Yunjung; Zhang, Ge",,2020,,J Geriatr Cardiol,,,,32362921,10.11909/j.issn.1671-5411.2020.04.010,33440,#180583,Nan 2020,,,180583,06-05-20
Armarium facilitating angina management post myocardial infarction concomitant with coronavirus disease 2019,"Cai, Xiao-Qing; Jiao, Pi-Qi; Wu, Tao; Chen, Fu-Ming; Han, Bao-Shi; Zhang, Jiu-Cong; Xiao, Yong-Jiu; Chen, Zhi-Feng; Li, Jun; Zhao, Yu-Ying; Ma, Ling; Liu, Yan; Shi, Ya-Jun; Dai, Pei-Jun; Chen, Yun-Dai",,2020,,J Geriatr Cardiol,,,,32362920,10.11909/j.issn.1671-5411.2020.04.005,33441,#180584,Cai 2020,,,180584,06-05-20
Ramadan fasting during Covid-19 pandemic,"Tootee, Ali; Larijani, Bagher",,2020,,J Diabetes Metab Disord,,,,32363167,10.1007/s40200-020-00534-z,33420,#180735,Tootee 2020,,,180735,06-05-20
New emerging dermatological symptoms in coronavirus pandemic,"Gupta, Gaurav; Singh, Yogendra; Kumar Chellappan, Dinesh; Dua, Kamal","COVID-19 (Coronavirus Disease 2019) is a fatal disease that could lead to a serious respiratory illness. It is caused by SARS-CoV-2 virus. In December 2019, the first of human cases were identified in China and the infection spread quickly around the world. The World Health Organisation (WHO) declared the disease, a global pandemic on 11 March 2020, even as COVID-19 rapidly spread across the world. According to clinical reports, fever, headache, cough and myalgia are common clinical symptoms. Many symptoms also occur, such as sputum formation, haemoptysis and diarrhea.",2020,,J Cosmet Dermatol,,,,32365277,10.1111/jocd.13466,33270,#180780,Gupta 2020,,,180780,06-05-20
COVID-19: Anesthesia Management Recommendations,"Herman, Jared A.; Urits, Ivan; Kaye, Alan D.; Urman, Richard D.; Viswanath, Omar",,2020,,J Clin Anesth,,,,32362425,10.1016/j.jclinane.2020.109840,33489,#180827,Herman 2020,,,180827,06-05-20
Abnormal Hemostatic Parameters and Risk of Thromboembolism Among Patients With COVID-19 Infection,"Castelli, Roberto; Gidaro, Antonio",,2020,,J Hematol,,,,32362977,10.14740/jh636,33437,#180900,Castelli 2020,,,180900,06-05-20
COVID-19 illness in native and immunosuppressed states: A clinical-therapeutic staging proposal,"Siddiqi, Hasan K.; Mehra, Mandeep R.",,2020,,J Heart Lung Transplant,,,,32362390,10.1016/j.healun.2020.03.012,33497,#180902,Siddiqi 2020,,,180902,06-05-20
"Epidemiologic and clinical characteristics of heart transplant recipients during the 2019 coronavirus outbreak in Wuhan, China: A descriptive survey report","Ren, Zong-Li; Hu, Rui; Wang, Zhi-Wei; Zhang, Min; Ruan, Yong-Le; Wu, Zhi-Yong; Wu, Hong-Bing; Hu, Xiao-Ping; Hu, Zhi-Peng; Ren, Wei; Li, Luo-Cheng; Dai, Fei-Feng; Liu, Huan; Cai, Xin","BACKGROUND: The epidemiologic and clinical characteristics of heart transplant (HTx) recipients during the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) epidemic remains unclear. We studied the characteristics of HTx recipients from December 20, 2019, to February 25, 2020, in an effort to understand their risk and outcomes. METHODS: All accessible HTx recipients were included in this single-center retrospective study. We collected information on the recipients using a web-based questionnaire as well as the hospital database. RESULTS: We followed 87 HTx recipients (72.4% were men, and the average age was 51 years). A total of 79 recipients resided in Hubei, and 57 recipients had a Wuhan-related history of travel or contact. Most took precautionary measures while in contact with suspicious crowds, and 96.6% of the families and communities undertook prevention and quarantine procedures. Four upper airway infections were reported, and 3 of them tested negative for SARS-CoV-2 (the fourth recovered and was not tested). All cases were mild and successfully recovered after proper treatment. Laboratory results of 47 HTx cases within the last 2 months were extracted. Of these, 21.3% of recipients had pre-existing lymphopenia, and 87.2% of recipients had a therapeutic concentration of tacrolimus (5-12 ng/ml). Liver and kidney insufficiency was seen in 5 and 6 recipients, respectively. CONCLUSION: HTx recipients who practiced appropriate prevention measures had a low rate of infection with SARS-CoV-2 and transition to the associated disease COVID-19. These early data will require confirmation as the pandemic establishes around the world.",2020,,J Heart Lung Transplant,,,,32362392,10.1016/j.healun.2020.03.008,33495,#180903,Ren 2020,,,180903,06-05-20
First cases of COVID-19 in heart transplantation from China,"Li, Fei; Cai, Jie; Dong, Nianguo",,2020,,J Heart Lung Transplant,,,,32362394,10.1016/j.healun.2020.03.006,33494,#180905,Li 2020,,,180905,06-05-20
Caution regarding potential changes in AVR practices during the COVID-19 pandemic,"Mehta, Jeet J.; Patel, Jaymin; Ayoub, Bassam; Mohanty, Bibhu D.","To improve resource allocation in face of the COVID-19 pandemic, hospitals around the country are restricting the performance of elective surgery to preserve ventilators, operating rooms, ICU beds and protect anesthesiologists. For patients with severe aortic stenosis, efforts to bring treatment to symptomatic patients amid this pandemic might lead to favored use of catheter based management using minimalist techniques that do not require these elements. In this context, some patients with well tested surgical indications for valve replacement may be treated by catheter-based methods. It is important that outcomes for these cases are followed closely both at respective sites and in national registries. As we recover from this pandemic, surgical cases should once again be driven by multi-disciplinary discussion and clinical trial data, and not a mentality of crisis management.",2020,,J Card Surg,,,,32365415,10.1111/jocs.14602,33264,#180933,Mehta 2020,,,180933,06-05-20
In silico study the inhibition of Angiotensin converting enzyme 2 receptor of COVID-19 by Ammoides verticillata components harvested from western Algeria,"Abdelli, Imane; Hassani, Faical; Bekkel Brikci, Sohayb; Ghalem, Said","The objective of this present study is to focus on the in silico study to screen for an alternative drug that can block the activity of the angiotensin converting enzyme 2 (ACE2) as a receptor for SARS-CoV-2, potential therapeutic target of the COVID-19 virus using natural compounds (Isothymol, Thymol, Limonene, P-cymene and gamma-terpinene) derived from the essential oil of the antiviral and antimicrobial plant Ammoides verticillata (Desf.) Briq. which is located in the occidental Algeria areas. This study reveals that Isothymol, a major component of this plant, gives the best docking scores, compared to, the co-crystallized inhibitor beta-D-mannose of the enzyme ACE2, to Captropil drug as good ACE2 inhibitor and to Chloroquine antiviral drug also involved in other mechanisms as inhibition of ACE2 cellular receptor. In silico (ADME), drug-likeness, PASS & P450 site of metabolism prediction, pharmacophore Mapper showed that the compound Isothymol has give a good tests results compared to the beta-D-mannose co-crystallized inhibitor, to Captopril and Chloroquine drugs. Also the other natural compounds gave good results. The Molecular Dynamics Simulation study showed good result for the Isotymol- ACE2 docked complex. This study revealed for the first time that Isothymol is a functional inhibitor of angiotensin converting enzyme 2 activity and the components of essential oils Ammoides verticillata can be used as a potential inhibitors to the ACE2 receptor of SARS-CoV-2.",2020,,J Biomol Struct Dyn,,,,32362217,10.1080/07391102.2020.1763199,33530,#180996,Abdelli 2020,,,180996,06-05-20
Type I IFN immunoprofiling in COVID-19 patients,"Trouillet-Assant, Sophie; Viel, Sebastien; Gaymard, Alexandre; Pons, Sylvie; Richard, Jean-Christophe; Perret, Magali; Villard, Marine; Brengel-Pesce, Karen; Lina, Bruno; Mezidi, Mehdi; Bitker, Laurent; Belot, Alexandre","COVID patients in ICU present a high mortality rate and immunoprofiling reveals heterogeneous IFN-alpha2 production with about 20% of critically-ill patients unable to produce IFN-alpha2, highlighting the immune response heterogeneity and opening avenues for targeted therapies.",2020,,J Allergy Clin Immunol,,,,32360285,10.1016/j.jaci.2020.04.029,33743,#181115,Trouillet-Assant 2020,,,181115,06-05-20
Dental sleep medicine perspectives post-COVID-19: interprofessional adaptation and directions,"Lavigne, Gilles; Fabbro, Cibele Dal; Babiloni, Alberto Herrero; Huynh, Nelly; Gauthier, Luc; Arcache, Patrick; Masse, Jean-Francois",,2020,,J Clin Sleep Med,,,,32364928,10.5664/jcsm.8546,33297,#181163,Lavigne 2020,,,181163,06-05-20
Circadian rhythm sleep-wake disorders and the COVID-19 pandemic,"Bryson, W. Jeff",,2020,,J Clin Sleep Med,,,,32364930,10.5664/jcsm.8540,33296,#181166,Bryson 2020,,,181166,06-05-20
"COVID-19, Modern Pandemic: A Systematic Review From Front-Line Health Care Providers' Perspective","Balla, Mamtha; Merugu, Ganesh Prasad; Patel, Mitra; Koduri, Narayana Murty; Gayam, Vijay; Adapa, Sreedhar; Naramala, Srikanth; Konala, Venu Madhav","Coronavirus disease 2019 (COVID-19) caused infection in 168,000 cases worldwide in about 148 countries and killed more than 6,610 people around the world as of March 16, 2020, as per the World Health Organization (WHO). Compared to severe acute respiratory syndrome and Middle East respiratory syndrome, there is the rapid transmission, long incubation period, and disease containment is becoming extremely difficult. The main aim of this systematic review is to provide a comprehensive clinical summary of all the available data from high-quality research articles relevant to the epidemiology, demographics, trends in hospitalization and outcomes, clinical signs and symptoms, diagnostic methods and treatment methods of COVID-19, thus increasing awareness in health care providers. We also discussed various preventive measures to combat COVID-19 effectively. A systematic and protocol-driven approach is needed to contain this disease, which was declared as a global pandemic on March 11, 2020, by the WHO.",2020,,J Clin Med Res,,,,32362969,10.14740/jocmr4142,33438,#181219,Balla 2020,,,181219,06-05-20
Chloroquine: Can it be a Novel Drug for COVID-19,"Badyal, Dinesh Kumar; Mahajan, Rajiv","Coronavirus disease 2019 (COVID-19) has been declared a pandemic by the World Health Organization. The United States Food and Drug Administration has not approved any drug or vaccine for the treatment of COVID-19; however, reports have emerged from different parts of the world about the potential therapeutic benefits of existing drugs. Chloroquine and phosphate hydroxychloroquine are the drugs currently in the limelight, and recently, the National Task Force for COVID-19 constituted by the Indian Council of Medical Research has recommended the use of antimalarial drug hydroxychloroquine for prophylaxis of severe acute respiratory syndrome-coronavirus 2 infection in selected high-risk individuals. This short write-up explores the potential efficacy and established safety of chloroquine in COVID-19.",2020,,Int J Appl Basic Med Res,,,,32363157,10.4103/ijabmr.IJABMR_141_20,33421,#181631,Badyal 2020,,,181631,06-05-20
May drug-related cardiovascular toxicities persist after hospital discharge in COVID-19 patients?,"Kara, Emre; Inkaya, Ahmet Cagkan; Demirkan, Kutay",,2020,,Int J Antimicrob Agents,,,,32360773,10.1016/j.ijantimicag.2020.106003,33655,#181654,Kara 2020,,,181654,06-05-20
Corona and Clergy: The missing link for an effective social distancing in Pakistan. Time for some unpopular decisions,"Mubarak, Naeem",,2020,,Int J Infect Dis,,,,32360938,10.1016/j.ijid.2020.04.067,33637,#181868,Mubarak 2020,,,181868,06-05-20
"Genomic analysis of SARS-CoV-2 strains among Indians returning from Italy, Iran & China, & Italian tourists in India","Potdar, Varsha; Cherian, Sarah S.; Deshpande, Gururaj Rao; Ullas, Padinjaremattathil Thankappan; Yadav, Pragya D.; Choudhary, Manohar Lal; Gughe, Rohan; Vipat, Veena; Jadhav, Sheetal; Patil, Savita; Nyayanit, Dimpal; Majumdar, Triparna; Walimbe, Atul; Gaikwad, Shivshankar; Dighe, Hitesh; Shete-Aich, Anita; Mohandas, Sreelekshmy; Chowdhury, Deepika; Sapkal, Gajanan; Basu, Atanu; Gupta, Nivedita; Gangakhedkar, Raman R.; Giri, Sidhartha; Dar, Lalit; Jain, Amita; Malhotra, Bharati; Abraham, Priya",,2020,,Indian J Med Res,,,,32362650,10.4103/ijmr.IJMR_1058_20,33456,#181969,Potdar 2020,,,181969,06-05-20
Strategic planning to augment the testing capacity for COVID-19 in India,"Gupta, Nivedita; Bhatnagar, Tarun; Rade, Kiran; Murhekar, Manoj; Gangakhedkar, Raman R.; Nagar, Anu","Background & objectives: Nearly 5,500 tests for coronavirus disease 2019 (COVID-19) had been conducted on March 31, 2020 across the Indian Council of Medical Research (ICMR)-approved public and private laboratories in India. Given the need to rapidly increase testing coverage, we undertook an exercise to explore and quantify interventions to increase the daily real-time reverse transcription-polymerase chain reaction (qRT-PCR)-based testing capacity over the next few months. The objective of this exercise was to prepare a potential plan to scale-up COVID-19 testing in India in the public sector. Methods: Potential increase in daily testing capacity of the existing public laboratories was calculated across the three base scenarios of shifts (9, 16 and 24 h). Additional testing capacity was added for each shift scenario based on interventions ranging from procurement of additional qRT-PCR machines, leveraging spare capacity on available qRT-PCR machines not drafted into COVID-19 testing, to in-laboratory process optimization efforts. Results: Moving to a 24 h working model in the existing approved laboratories can enhance the daily testing capacity to 40,464 tests/day. The capacity can be further bolstered by leveraging qRT-PCR and nucleic acid amplification test (NAAT)-based machines available with the Multidisciplinary Research Units (MRUs), National AIDS Control Organisation (NACO) and National Tuberculosis Elimination Programme (NTEP). Using combination/multiplex kits, and provision of automated RNA extraction platforms at all laboratories could also optimize run time and contribute to capacity increase by 1.5-2 times. Interpretation & conclusions: Adopting these interventions could help increase public sector's daily testing capacity to nearly 100,000-120,000 tests/day. It is important to note that utilization of the scaled-up testing capacity will require deployment of additional workforce, procurement of corresponding commodities for testing and scale-up of sample collection and transportation efforts.",2020,,Indian J Med Res,,,,32362646,10.4103/ijmr.IJMR_1166_20,33460,#181979,Gupta 2020,,,181979,06-05-20
Towards Contactless Patient Positioning,"Karanam, Srikrishna; Li, Ren; Yang, Fan; Hu, Wei; Chen, Terrence; Wu, Ziyan","The ongoing COVID-19 pandemic, caused by the highly contagious SARS-CoV-2 virus, has overwhelmed healthcare systems worldwide, putting medical professionals at a high risk of getting infected themselves due to a global shortage of personal protective equipment. This has in-turn led to understaffed hospitals unable to handle new patient influx. To help alleviate these problems, we design and develop a contactless patient positioning system that can enable scanning patients in a completely remote and contactless fashion. Our key design objective is to reduce the physical contact time with a patient as much as possible, which we achieve with our contactless workflow. Our system comprises automated calibration, positioning, and multi-view synthesis components that enable patient scan without physical proximity. Our calibration routine ensures system calibration at all times and can be executed without any manual intervention. Our patient positioning routine comprises a novel robust dynamic fusion (RDF) algorithm for accurate 3D patient body modeling. With its multi-modal inference capability, RDF can be trained once and used across different applications (without re-training) having various sensor choices, a key feature to enable system deployment at scale. Our multi-view synthesizer ensures multi-view positioning visualization for the technician to verify positioning accuracy prior to initiating the patient scan. We conduct extensive experiments with publicly available and proprietary datasets to demonstrate efficacy. Our system has already been used, and had a positive impact on, hospitals and technicians on the front lines of the COVID-19 pandemic, and we expect to see its use increase substantially globally.",2020,,IEEE Trans Med Imaging,,,,32365022,10.1109/TMI.2020.2991954,33291,#182006,Karanam 2020,,,182006,06-05-20
Imaging findings of critically ill patients with coronavirus disease 2019 (COVID-19) pneumonia: a case series,"Woo, S. C.; Yung, K. S.; Wong, T.; Yu, E. L. M.; Li, S. K.; Chan, H. F.; Chan, C. H.; Lee, Y. C.; Chun, J. M. C.; Leung, W. S.",,2020,,Hong Kong Med J,,,,32362589,10.12809/hkmj208441,33466,#182033,Woo 2020,,,182033,06-05-20
Temporal changes in computed tomography of COVID-19 pneumonia with perilobular fibrosis,"Ng, F. H.; Li, S. K.; Lee, Y. C.; Ma, J. K. F.",,2020,,Hong Kong Med J,,,,32362587,10.12809/hkmj208490,33468,#182034,Ng 2020,,,182034,06-05-20
High-resolution computed tomography in a patient with COVID-19 with non-diagnostic serial radiographs,"Kwok, H. M.; Wong, S. C.; Ng, T. F.; Yung, K. S.; Luk, W. H.; Ma, K. F.; Chik, T. S. H.",,2020,,Hong Kong Med J,,,,32362588,10.12809/hkmj208426,33467,#182035,Kwok 2020,,,182035,06-05-20
COVID-19 Lung Injury Is Different From High Altitude Pulmonary Edema (Re: High Alt Med Biol [Epub ahead of print]; DOI: 10.1089/ham.2020.0055),"Brugger, Hermann; Basnyat, Buddha; Ellerton, John; Hefti, Urs; Strapazzon, Giacomo; Zafren, Ken",,2020,,High Alt Med Biol,,,,32364407,10.1089/ham.2020.0061,33320,#182042,Brugger 2020,,,182042,06-05-20
A PATH TO RESUME AESTHETIC CARE EXECUTIVE SUMMARY OF PROJECT AesCert GUIDANCE SUPPLEMENT: PRACTICAL CONSIDERATIONS FOR AESTHETIC MEDICINE PROFESSIONALS SUPPORTING CLINIC PREPAREDNESS IN RESPONSE TO THE SARS-CoV-2 OUTBREAK,"Dover, Jeffrey S.; Moran, Mary Lynn; Figueroa, Jose F.; Furnas, Heather; Vyas, Jatin M.; Wiviott, Lory D.; Karchmer, Adolf W.","This Project AesCert Guidance Supplement (""Guidance Supplement"") was developed in partnership with a multi-disciplinary panel of board-certified physician and doctoral experts in the fields of Infectious Disease, Immunology, Public Health Policy, Dermatology, Facial Plastic Surgery and Plastic Surgery. The Guidance Supplement is intended to provide aesthetic medicine physicians and their staffs with a practical guide to safety considerations to support clinic preparedness for patients seeking non-surgical aesthetic treatments and procedures following the return-to-work phase of the COVID-19 pandemic, once such activity is permitted by applicable law. Many federal, state and local governmental authorities, public health agencies and professional medical societies have promulgated COVID-19 orders and advisories applicable to health care practitioners. The Guidance Supplement is intended to provide aesthetic physicians and their staffs with an additional set of practical considerations for delivering aesthetic care safely and generally conducting business responsibly in the new world of COVID-19. Aesthetic providers will face new and unique challenges as government stay-at-home orders and related commercial limitations are eased, and the U.S. economy reopens and healthcare systems transition from providing only urgent and other essential treatment to resuming routine care and elective procedures and services. The medical aesthetic specialties will therefore wish to resume practice in order to ensure high quality, expert care is available, and importantly to help promote patients' positive self-image and sense of well-being following a lengthy and stressful period of quarantine. In a number of areas, this Guidance Supplement exceeds traditional aesthetic office safety precautions, recognizing reduced tolerance in an elective treatment environment for any risk associated with COVID-19's highly variable presentation and unpredictable course. The disease has placed a disturbing number of young, otherwise healthy patients in extremis with severe respiratory and renal failure, stroke, pericarditis, neurologic deficits and other suddenly life-threatening complications, in addition to its pernicious effects on those with pre-existing morbidities and advanced age. Accordingly, the Guidance Supplement seeks to establish an elevated safety profile for providing patient care while reducing, to the greatest extent reasonably possible, the risk of infectious processes to both patients and providers. While the Guidance Supplement cannot foreclose the risk of infection, nor serve to establish or modify any standards of care, it does offer actionable risk-mitigation considerations for general office comportment and for certain non-surgical procedures typically performed in aesthetic medical settings. It is axiomatic that all such considerations are necessarily subject to the ultimate judgment of each individual healthcare professional based on patient situation, procedure details, office environment, staffing constraints, equipment and testing availability, and local legal status and public health conditions.",2020,,Facial Plast Surg Aesthet Med,,,,32362134,10.1089/abc.2020.0239,33532,#182066,Dover 2020,,,182066,06-05-20
"Re: Ming-Chun Chan, Sharon E.K. Yeo, Yew-Lam Chong, Yee-Mun Lee. Stepping Forward: Urologists' Efforts During the COVID-19 Outbreak in Singapore. Eur Urol. In press. https://doi.org/10.1016/j.eururo.2020.03.004","Mantica, Guglielmo; Suardi, Nazareno; Terrone, Carlo",,2020,,Eur Urol,,,,32360047,10.1016/j.eururo.2020.04.045,33772,#182228,Mantica 2020,,,182228,06-05-20
"Re: Riccardo Campi, Daniele Amparore, Umberto Capitanio, et al. Assessing the Burden of Urgent Major Uro-oncologic Surgery to Guide Prioritisation Strategies During the COVID-19 Pandemic: Insights from Three Italian High-volume Referral Centres. Eur Urol. In press. https://doi.org/10.1016/j.eururo.2020.03.054","Ficarra, Vincenzo; Mucciardi, Giuseppe; Giannarini, Gianluca",,2020,,Eur Urol,,,,32360048,10.1016/j.eururo.2020.04.037,33771,#182232,Ficarra 2020,,,182232,06-05-20
COVID-19 and Older People in Asia: AWGS Calls to Actions,"Lim, Wee-Shiong; Liang, Chih-Kuang; Assantachai, Prasert; Auyeung, Tung Wai; Kang, Lin; Lee, Wei-Ju; Lim, Jae-Young; Sugimoto, Ken; Akishita, Masahiro; Chia, Shu-Lih; Chou, Ming-Yueh; Ding, Yew-Yoong; Iijima, Katsuya; Jang, Hak Chul; Kawashima, Shuji; Kim, Miji; Kojima, Taro; Kuzuya, Masafumi; Lee, Jenny; Lee, Sang Yoon; Lee, Yunhwan; Peng, Li-Ning; Wang, Ninie Y.; Wang, Yin-Wei; Won, Chang Won; Woo, Jean; Chen, Liang-Kung; Arai, Hidenori","The coronavirus disease 2019 (COVID-19) pandemic has casted a huge impact on global public health and economy. In this challenging situation, older people are vulnerable to the infection and the secondary effects of the pandemic and need special attentions. To evaluate the impacts of COVID-19 on older people, it is important to balance the successful pandemic control and active management of secondary consequences. These considerations are especially salient in the Asian context, with its diversity among countries in terms of sociocultural heritage, healthcare setup and availability of resources. Thus, the Asian Working Group for Sarcopenia summarized the considerations of Asian countries focusing on responses and difficulties in each country, impacts of health inequity related to COVID-19 pandemic and proposed recommendations for older people which are germane to the Asian context. More innovative services should be developed to address the increasing demands for new approaches to deliver health care in the difficult times and to establish resilient health care systems for older people. This article is protected by copyright. All rights reserved.",2020,,Geriatr Gerontol Int,,,,32365259,10.1111/ggi.13939,33273,#182465,Lim 2020,,,182465,06-05-20
Mental healthcare for psychiatric inpatients during the COVID-19 epidemic,"Li, Shen; Zhang, Yong","During this 2019 coronavirus disease (COVID-19) pneumonia epidemic, some experts have expressed concern for the mental healthcare of different types of population groups. However, hospitalised patients with severe mental illness are seemingly overlooked. Psychiatric patients are still a vulnerable group who need to obtain more attention and respect, particularly during the COVID-19 outbreak in China. In this commentary, we briefly introduce the situation of hospitalized patients with severe mental illness and suggest some effective measures that should be rapidly undertaken to reverse current challenges.",2020,,Gen Psychiatr,,,,32363326,10.1136/gpsych-2020-100216,33395,#182474,Li 2020,,,182474,06-05-20
Long-Term Neurological Threats of COVID-19: A Call to Update the Thinking About the Outcomes of the Coronavirus Pandemic,"Pereira, Antonio",,2020,,Front Neurol,,,,32362868,10.3389/fneur.2020.00308,33442,#182551,Pereira 2020,,,182551,06-05-20
"Epidemiological features and medical care-seeking process of patients with COVID-19 in Wuhan, China","Hua, Jing; Chen, Rongzhang; Zhao, Liming; Wu, Xiaodong; Guo, Qian; He, Chunfeng; Li, Tian; Ren, Xiaoyu; Liu, Zhongmin; Li, Qiang; Wang, Feilong","Background: We aimed to investigate the epidemiological and clinical features, and medical care-seeking process of patients with the 2019 coronavirus disease (COVID-19) in Wuhan, China, to provide useful information to contain COVID-19 in other places with similar outbreaks of the virus. Methods: We collected epidemiological and clinical information of patients with COVID-19 admitted to a makeshift Fangcang hospital between 7 and 26 February, 2020. The waiting time of each step during the medical care-seeking process was also analysed. Results: Of the 205 patients with COVID-19 infection, 31% had presumed transmission from a family member. 10% of patients had hospital-related transmission. It took as long as a median of 6 days from the first medical visit to receive the COVID-19 nucleic acid test and 10 days from the first medical visit to hospital admission, indicating early recognition of COVID-19 was not achieved at the early stage of the outbreak, although these delays were shortened later. After clinical recovery from COVID-19, which took a mean of 21 days from illness onset, there was still a substantial proportion of patients who had persistent SARS-CoV-2 infection. Conclusions: The diagnostic evaluation process of suspected patients needs to be accelerated at the epicentre of the outbreak and early isolation of infected patients in a healthcare setting rather than at home is urgently required to stop the spread of the virus. Clinical recovery is not an appropriate criterion to release isolated patients and as long as 4 weeks' isolation for patients with COVID-19 is not enough to prevent the spread of the virus.",2020,,ERJ Open Res,,,,32363205,10.1183/23120541.00142-2020,33419,#182627,Hua 2020,,,182627,06-05-20
[Early EMDR defusing in a COVID-19 testing center],"Thepaut, M.; Ferracci, S.; Dormois, I.; Haour, F.; Cazenave, N.",,2020,,Encephale,,,,32362503,10.1016/j.encep.2020.04.002,33477,#182690,Thepaut 2020,,,182690,06-05-20
[Real-life data and Covid-19: The third avenue of reseach],"Boyer, L.; Auquier, P.; Fond, G.","The analysis of real-life data from hospital information systems could make possible to decide on the efficacy and safety of Covid-19 treatments by avoiding the pitfalls of preliminary studies and randomized clinical trials. The different drugs tested in current clinical trials are already widely prescribed to patients by doctors in hospitals, and can therefore be immediately analysed according to validated methodological standards.",2020,,Encephale,,,,32362504,10.1016/j.encep.2020.04.003,33476,#182693,Boyer 2020,,,182693,06-05-20
Evidence Supporting Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 While Presymptomatic or Asymptomatic,"Furukawa, Nathan W.; Brooks, John T.; Sobel, Jeremy","Recent epidemiologic, virologic, and modeling reports support the possibility of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission from persons who are presymptomatic (SARS-CoV-2 detected before symptom onset) or asymptomatic (SARS-CoV-2 detected but symptoms never develop). SARS-CoV-2 transmission in the absence of symptoms reinforces the value of measures that prevent the spread of SARS-CoV-2 by infected persons who may not exhibit illness despite being infectious. Critical knowledge gaps include the relative incidence of asymptomatic and symptomatic SARS-CoV-2 infection, the public health interventions that prevent asymptomatic transmission, and the question of whether asymptomatic SARS-CoV-2 infection confers protective immunity.",2020,,Emerg Infect Dis,,,,32364890,10.3201/eid2607.201595,33299,#182721,Furukawa 2020,,,182721,06-05-20
Management of COVID-19 in hemodialysis patients: The Genoa Experience,"Esposito, Pasquale; Russo, Rodolfo; Conti, Novella; Falqui, Valeria; Massarino, Fabio; Moriero, Enzo; Peloso, Giancarlo; Traverso, Giovanni Battista; Garibotto, Giacomo; Viazzi, Francesca",,2020,,Hemodial Int,,,,32365278,10.1111/hdi.12837,33269,#182796,Esposito 2020,,,182796,06-05-20
